ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,NumWebPurchases,NumWebVisitsMonth
10664,1949,Master,Widow,51529,0,1,7/9/2013,6,8
5455,1971,PhD,Married,32011,1,0,22-08-2013,5,7
456,1986,2n Cycle,Married,7500,1,0,7/2/2013,3,8
5012,1989,Graduation,Married,28691,1,0,4/7/2013,11,8
7495,1948,PhD,Married,56223,0,1,20-12-2013,2,4
5029,1946,Graduation,Married,18100,0,0,6/8/2013,4,5
10642,1989,Graduation,Single,30279,1,0,30-12-2012,4,8
2106,1974,2n Cycle,Married,20130,0,0,17-03-2014,9,8
10364,1959,Graduation,Divorced,23295,0,0,13-07-2013,7,8
5954,1972,Master,Divorced,42618,1,0,9/10/2013,11,8
1137,1964,Graduation,Single,81246,0,0,29-12-2013,9,1
2541,1976,Graduation,Married,24027,1,0,9/6/2013,4,8
1142,1953,PhD,Married,55707,0,1,22-12-2013,4,3
2276,1955,Graduation,Single,57959,0,1,2/5/2013,5,3
2807,1969,Graduation,Married,56796,0,1,16-02-2013,5,7
6471,1971,Master,Single,36230,1,0,17-10-2013,10,5
6131,1980,2n Cycle,Married,70829,1,1,1/12/2013,4,3
6233,1976,Graduation,Married,65991,0,1,7/9/2012,11,7
4148,1972,Graduation,Married,38988,1,2,20-08-2012,2,8
4947,1966,2n Cycle,Single,89572,0,0,15-09-2012,3,4
3225,1984,Master,Married,42207,1,0,1/4/2013,1,6
7540,1952,Graduation,Married,50300,0,1,25-05-2014,6,2
10648,1982,2n Cycle,Together,66664,0,0,25-09-2012,13,3
1992,1964,Graduation,Married,60597,0,1,1/1/2014,7,7
7851,1949,Graduation,Widow,70165,0,0,22-09-2013,8,1
8594,1958,PhD,Widow,50520,0,1,28-01-2014,5,6
7059,1963,Graduation,Married,80124,0,0,26-06-2014,3,1
2815,1975,Graduation,Married,33183,1,0,24-02-2014,7,7
2416,1969,PhD,Single,66582,0,0,3/3/2014,5,1
7999,1955,PhD,Together,75261,0,0,23-04-2013,1,2
9213,1970,Graduation,Widow,31880,1,0,31-10-2012,4,8
9697,1951,Graduation,Married,53790,0,2,6/3/2014,5,6
3916,1971,PhD,Together,49269,1,0,15-08-2012,5,7
2021,1975,Graduation,Married,61456,0,1,27-03-2013,5,4
1581,1980,Graduation,Married,37406,1,0,10/10/2013,4,8
564,1981,PhD,Together,56937,1,0,4/8/2012,9,6
6619,1978,Graduation,Married,38415,1,1,2/1/2013,3,7
9081,1988,Graduation,Single,20518,1,0,18-05-2014,5,5
178,1956,Graduation,Married,62503,0,1,18-02-2013,3,5
916,1972,PhD,Single,41644,1,1,9/5/2014,4,3
5512,1977,Master,Married,55842,0,1,23-05-2014,6,5
8970,1972,PhD,Married,62010,0,1,23-10-2012,1,5
10581,1977,Graduation,Married,41124,1,0,31-10-2012,5,8
5300,1973,Master,Married,38961,1,0,30-12-2013,5,7
5154,1972,Master,Divorced,37760,1,0,11/8/2013,2,6
8346,1974,Graduation,Single,32233,1,0,19-08-2012,8,9
1676,1975,Graduation,Married,43057,0,1,30-10-2013,5,5
9286,1960,Master,Together,83151,0,0,10/10/2012,2,3
2426,1964,PhD,Divorced,78825,0,0,14-09-2012,4,3
5172,1976,Master,Together,65104,0,1,14-11-2013,9,7
5562,1974,Graduation,Married,60093,0,1,26-06-2013,6,6
3436,1969,Graduation,Married,14045,1,0,26-01-2014,5,7
3921,1952,2n Cycle,Widow,28457,0,0,28-10-2012,4,8
3403,1958,PhD,Together,78952,0,1,24-09-2012,9,6
22,1976,Graduation,Divorced,46310,1,0,3/12/2012,3,8
10965,1955,Graduation,Together,76005,0,0,22-02-2013,6,6
9426,1964,Master,Single,58308,0,1,12/1/2013,2,8
6605,1944,PhD,Divorced,55614,0,0,27-11-2013,8,7
3136,1962,Master,Divorced,59432,0,1,13-04-2013,6,5
8737,1978,Graduation,Divorced,55563,0,1,5/4/2014,4,3
11088,1971,PhD,Together,78642,0,1,21-04-2013,9,6
716,1949,PhD,Together,67911,0,1,22-05-2014,2,3
466,1944,Graduation,Married,65275,0,0,3/4/2013,4,2
9135,1950,Graduation,Together,27203,1,1,6/8/2012,8,8
10623,1961,Master,Together,48330,0,1,15-11-2013,5,5
8151,1990,Basic,Married,24279,0,0,29-12-2012,6,8
5140,1985,PhD,Married,64355,1,0,24-08-2012,7,8
10160,1956,Master,Together,50943,0,1,21-06-2013,2,5
4945,1953,Graduation,Widow,53653,0,0,7/11/2012,4,6
10584,1976,Graduation,Married,65665,0,1,2/12/2013,4,3
6071,1989,Graduation,Single,81217,0,0,19-07-2013,9,1
3386,1992,Graduation,Married,34935,0,0,21-06-2013,4,7
8939,1959,Graduation,Divorced,61250,0,1,16-12-2012,8,5
9925,1981,PhD,Together,39665,1,0,25-05-2013,8,7
4320,1979,Graduation,Single,60152,0,1,28-03-2013,8,3
5389,1964,Graduation,Married,48920,0,2,20-10-2013,6,7
6036,1959,Master,Together,89120,0,0,17-03-2014,7,1
182,1946,PhD,Together,44124,0,1,11/5/2013,1,8
203,1975,Master,Single,81169,0,0,14-04-2013,4,2
11025,1961,Graduation,Married,36443,1,1,3/2/2013,1,8
10203,1990,Graduation,Single,26095,1,0,30-06-2013,4,7
4607,1959,Graduation,Together,71367,0,0,23-08-2013,7,2
3711,1944,Master,Married,80184,0,0,1/3/2014,5,3
3696,1965,Graduation,Divorced,30630,1,1,27-01-2014,11,7
2532,1987,Master,Single,73454,0,0,1/3/2014,4,5
9214,1991,Graduation,Married,42691,0,0,16-08-2013,7,5
4943,1953,Graduation,Married,70503,0,0,30-09-2012,8,6
35,1987,Graduation,Married,25545,1,0,8/9/2012,9,6
2258,1986,Graduation,Married,32880,1,0,4/12/2012,5,8
4322,1958,PhD,Together,77863,0,0,27-11-2013,10,2
713,1977,Master,Married,50353,0,0,8/6/2014,4,3
4702,1964,Graduation,Single,61839,0,0,12/8/2012,6,8
3281,1960,PhD,Married,49154,1,1,3/11/2013,5,6
702,1975,2n Cycle,Widow,47682,0,1,15-02-2013,5,5
2004,1969,Graduation,Single,72679,0,1,18-09-2013,4,1
4769,1977,Master,Together,57954,1,1,18-06-2014,2,7
4437,1962,Graduation,Married,65316,1,1,24-04-2013,6,4
8724,1982,Graduation,Single,28567,1,0,17-06-2013,7,6
10741,1951,Master,Together,47352,0,1,11/4/2013,8,7
1991,1967,Graduation,Together,44931,0,1,18-01-2014,9,5
6931,1967,Graduation,Divorced,76982,0,0,15-02-2014,4,4
11096,1952,2n Cycle,Together,57247,0,1,8/8/2013,6,2
304,1981,Master,Single,22944,1,0,23-12-2013,5,7
3665,1977,2n Cycle,Together,25315,1,0,7/11/2013,10,8
10591,1969,Graduation,Widow,43638,0,1,6/8/2012,6,7
5036,1984,PhD,Single,42710,1,0,28-11-2012,1,6
5547,1982,PhD,Married,84169,0,0,7/8/2013,4,3
7822,1976,Graduation,Together,54058,0,1,4/6/2013,1,3
8541,1990,2n Cycle,Married,24683,1,0,8/3/2014,6,5
10955,1964,Graduation,Widow,85620,0,0,7/1/2014,4,1
4368,1980,Graduation,Married,47850,1,0,3/12/2013,5,6
9671,1968,Graduation,Married,19514,1,1,26-01-2014,11,8
2256,1973,Master,Married,27159,1,1,29-03-2014,3,6
4279,1963,2n Cycle,Single,39548,1,1,31-03-2014,3,3
5371,1989,Graduation,Single,21474,1,0,8/4/2014,3,7
9240,1971,PhD,Single,60504,0,1,7/2/2014,9,6
9460,1963,Graduation,Married,22419,0,0,18-04-2013,13,8
9504,1949,Master,Married,81698,0,0,6/11/2013,4,1
8692,1952,Graduation,Together,43462,1,1,12/9/2012,5,8
448,1978,PhD,Single,54880,1,0,1/3/2013,12,5
8314,1982,Graduation,Married,79908,0,0,5/4/2013,4,2
8420,1970,2n Cycle,Married,15315,0,0,3/8/2013,3,5
3174,1959,Graduation,Together,87771,0,1,22-05-2013,6,6
7685,1978,Graduation,Married,33039,1,0,9/9/2013,9,5
3179,1980,Graduation,Single,81741,0,0,16-06-2013,3,2
9780,1971,Master,Together,71499,0,1,25-06-2013,5,4
10681,1970,2n Cycle,Married,62466,0,1,15-01-2014,10,4
10232,1963,PhD,Divorced,48799,0,1,5/11/2013,6,3
4184,1950,PhD,Together,52157,0,1,7/6/2014,6,4
9120,1962,Graduation,Single,66565,0,1,5/12/2012,7,8
891,1951,Master,Together,29298,1,1,7/9/2013,1,5
10381,1979,Graduation,Single,47691,0,1,5/7/2013,8,6
3525,1970,Graduation,Together,38200,1,1,7/12/2012,3,7
6818,1974,Graduation,Married,44989,0,1,12/9/2012,2,6
3526,1968,PhD,Married,38443,1,1,27-01-2014,6,7
8181,1978,2n Cycle,Single,38593,1,0,13-09-2013,1,8
1029,1970,PhD,Together,64413,0,1,1/8/2013,2,5
7369,1981,Master,Married,36959,1,0,2/10/2013,7,8
2574,1977,PhD,Married,61996,0,1,31-01-2013,3,5
8159,1968,Graduation,Married,51287,1,1,1/4/2014,4,7
1160,1970,Graduation,Married,13260,1,1,23-08-2013,1,8
10242,1966,PhD,Together,47472,1,1,16-09-2013,9,5
5253,1956,Master,Together,54603,1,1,9/7/2013,2,7
5966,1974,PhD,Married,45207,1,1,10/11/2012,10,6
5314,1951,Graduation,Together,40689,0,1,18-03-2013,6,8
5081,1967,2n Cycle,Together,47821,1,1,20-10-2013,6,8
5123,1951,Master,Married,27450,0,0,15-04-2013,7,7
5756,1983,Graduation,Together,39453,1,0,3/4/2014,2,6
8036,1971,2n Cycle,Together,26850,1,1,18-04-2014,7,4
9058,1955,Graduation,Widow,79800,0,0,23-09-2012,3,3
5057,1961,Master,Married,61794,0,1,14-09-2013,10,2
254,1955,Graduation,Together,53863,0,1,17-05-2014,5,7
4179,1959,Graduation,Together,24221,0,0,20-08-2013,7,4
3710,1984,PhD,Single,39684,1,0,12/10/2012,3,7
7627,1975,Master,Married,92163,0,0,12/12/2012,11,2
4501,1965,Master,Single,69882,0,0,10/11/2013,3,1
6424,1977,Graduation,Together,33178,1,0,30-01-2014,5,4
3075,1972,PhD,Married,59973,0,0,11/9/2013,5,1
4992,1975,Master,Together,17459,1,0,19-09-2013,5,7
5252,1969,Graduation,Divorced,23910,1,0,26-10-2012,4,7
7444,1969,Master,Married,42169,1,1,19-10-2013,1,8
6919,1978,2n Cycle,Married,26224,1,0,4/6/2013,9,6
3537,1981,Graduation,Together,31089,1,0,17-08-2012,7,8
10277,1961,Graduation,Single,30081,0,1,21-02-2013,3,7
2453,1960,Graduation,Together,62807,0,1,31-08-2012,7,5
7972,1955,Graduation,Single,72906,0,0,17-09-2013,6,1
895,1948,PhD,Married,61467,0,2,9/12/2012,9,5
1177,1966,Master,Together,49618,1,1,26-01-2013,11,7
7141,1986,Master,Single,21888,1,0,29-12-2012,4,10
7232,1973,Graduation,Widow,42429,0,1,11/2/2014,1,5
8477,1956,Graduation,Divorced,26150,2,1,11/3/2013,2,7
2457,1975,Basic,Married,30801,0,1,26-10-2012,1,7
988,1965,Graduation,Married,81168,0,0,7/5/2014,4,3
7930,1969,Master,Single,26877,0,0,19-08-2013,13,6
4587,1944,Master,Widow,45006,0,0,18-07-2013,5,3
6682,1973,Basic,Married,18978,1,0,11/12/2012,3,8
6222,1967,Graduation,Married,22574,2,1,28-10-2013,2,7
10299,1969,PhD,Single,48240,0,0,9/11/2012,5,5
3083,1974,Graduation,Married,45837,1,1,26-07-2013,8,7
8953,1965,Master,Single,35791,2,1,6/5/2013,4,8
1503,1976,PhD,Together,162397,1,1,3/6/2013,4,1
8650,1978,Graduation,Widow,54162,1,1,18-03-2013,2,4
10862,1960,Master,Married,30522,0,1,17-08-2012,4,2
2782,1961,PhD,Married,54456,0,1,11/7/2013,10,6
6941,1971,Graduation,Single,31632,0,0,14-07-2013,4,7
10972,1949,Graduation,Widow,72298,0,0,10/3/2014,10,1
10708,1978,2n Cycle,Single,36975,1,0,28-12-2013,10,7
6583,1955,2n Cycle,Married,72635,0,0,3/6/2013,2,3
3641,1976,Graduation,Married,13624,1,0,20-01-2013,9,6
10156,1975,Graduation,Single,84196,0,1,3/6/2013,6,3
4299,1960,Graduation,Together,70971,0,1,21-09-2012,11,7
3469,1977,PhD,Divorced,34487,1,1,6/9/2012,6,9
5063,1977,Graduation,Single,28769,1,0,18-12-2012,5,9
10727,1970,PhD,Married,69084,1,0,19-11-2013,10,8
9624,1958,PhD,Together,65488,0,0,13-06-2014,4,1
5156,1970,2n Cycle,Married,62466,0,1,15-01-2014,9,4
4376,1960,2n Cycle,Single,32218,0,0,15-02-2014,6,7
8923,1973,Graduation,Single,83917,0,0,18-04-2013,5,3
8461,1962,Graduation,Divorced,46102,2,1,10/3/2014,2,7
6945,1952,Graduation,Single,84574,0,0,4/6/2013,6,5
944,1962,Graduation,Married,56181,0,1,8/1/2013,1,4
1907,1950,Master,Divorced,63120,0,1,28-09-2012,6,7
701,1971,Graduation,Married,73691,0,1,6/11/2013,6,2
3856,1960,Graduation,Together,63381,0,1,5/10/2012,6,2
4149,1948,PhD,Together,76140,0,0,13-05-2014,8,2
2131,1959,PhD,Divorced,62859,0,1,30-12-2012,3,6
2942,1964,Graduation,Single,45906,0,1,7/5/2013,4,5
1173,1947,Master,Together,77632,0,0,10/3/2013,1,2
4381,1971,PhD,Married,46463,1,1,18-08-2013,4,6
4611,1970,Graduation,Together,105471,0,0,21-01-2013,4,3
3376,1970,Master,Divorced,55282,1,0,13-12-2013,7,4
4679,1977,Master,Married,78710,0,1,23-05-2014,5,4
10928,1958,Graduation,Together,66886,0,1,16-09-2013,8,5
4248,1960,Master,Single,98777,0,0,17-02-2014,1,1
6728,1985,Graduation,Together,29103,1,0,27-08-2012,6,9
6661,1974,Graduation,Married,67445,0,1,12/8/2012,1,6
4725,1950,PhD,Together,50616,0,1,13-04-2014,8,2
3277,1955,Graduation,Divorced,49431,0,1,3/8/2012,5,8
5555,1975,Graduation,Divorced,153924,0,0,7/2/2014,4,0
2564,1953,Graduation,Together,61278,0,1,4/1/2014,6,6
946,1958,2n Cycle,Together,26490,0,0,22-09-2012,6,6
3867,1947,PhD,Together,73059,0,1,31-08-2013,6,4
6940,1966,PhD,Single,46734,1,2,21-10-2013,1,6
55,1963,Graduation,Together,56253,0,1,7/12/2012,7,6
7093,1985,Graduation,Married,19986,1,0,14-11-2013,5,7
5084,1975,Graduation,Widow,58330,0,1,25-12-2013,6,4
1777,1980,Basic,Married,25965,0,0,7/9/2012,5,8
8162,1956,Master,Together,14661,0,0,1/1/2013,1,6
10826,1959,Graduation,Married,18690,0,0,28-12-2012,4,8
8754,1974,PhD,Together,45068,0,1,16-05-2013,7,7
1987,1987,Basic,Single,21063,1,0,25-09-2013,2,6
11007,1968,PhD,Married,29187,1,0,9/5/2013,4,8
7426,1971,2n Cycle,Married,54690,1,1,7/11/2013,3,3
9153,1964,PhD,Married,59304,0,1,29-07-2013,1,5
10379,1962,Master,Single,59247,0,2,8/11/2013,5,6
9204,1970,Graduation,Widow,66731,0,1,12/9/2012,6,3
3197,1980,Graduation,Married,77353,0,1,16-12-2013,4,4
2920,1975,PhD,Single,52614,0,1,1/12/2012,5,8
6961,1974,Graduation,Married,26751,2,0,22-05-2014,5,8
4673,1963,PhD,Married,81300,0,1,30-10-2012,8,5
9937,1979,Graduation,Single,70337,0,0,2/1/2014,6,1
8779,1985,2n Cycle,Married,36145,1,0,16-06-2013,4,9
9596,1980,PhD,Single,65295,0,0,23-12-2013,5,2
2891,1963,Graduation,Divorced,68118,0,1,18-10-2013,1,6
4910,1967,Graduation,Divorced,68743,0,0,30-08-2012,8,7
75,1982,2n Cycle,Together,41039,0,0,25-07-2013,5,8
10120,1955,Graduation,Together,38946,0,1,24-10-2013,3,5
6327,1967,Graduation,Together,65777,0,0,19-12-2013,5,1
10142,1976,PhD,Divorced,66476,0,1,7/3/2013,4,4
9826,1972,PhD,Single,86857,0,0,12/9/2012,2,2
1501,1982,PhD,Married,160803,0,0,4/8/2012,9,0
10767,1989,PhD,Together,77845,0,0,16-05-2014,3,1
7279,1969,PhD,Together,69476,0,0,30-09-2013,2,2
7230,1960,PhD,Divorced,50611,0,1,4/10/2012,3,6
143,1970,Graduation,Single,61209,0,0,25-08-2013,2,2
450,1958,Master,Together,42315,0,1,12/7/2013,1,3
9316,1952,Basic,Together,13084,0,0,2/11/2013,4,6
6379,1949,Master,Widow,47570,1,1,29-05-2013,2,7
9239,1961,Master,Married,61923,0,2,26-07-2013,3,3
8315,1995,Graduation,Single,34824,0,0,26-03-2014,6,6
2868,1949,PhD,Single,26518,1,1,8/4/2013,6,8
10888,1961,Graduation,Single,45938,0,0,3/11/2013,5,6
1277,1960,Graduation,Together,78468,0,0,9/4/2014,4,4
9977,1973,Graduation,Divorced,78901,0,1,17-09-2013,1,4
10196,1978,Graduation,Married,71427,2,0,12/3/2014,6,4
6384,1978,Graduation,Divorced,71022,0,1,11/2/2014,7,8
8029,1988,Master,Single,90247,0,0,29-04-2014,7,1
968,1968,Master,Divorced,41335,1,0,26-12-2013,5,7
6988,1986,Graduation,Married,71952,1,0,10/1/2013,2,4
4472,1970,PhD,Divorced,35682,1,0,27-06-2014,2,2
6991,1951,Graduation,Divorced,43185,0,1,10/4/2013,6,8
3336,1948,PhD,Together,66375,0,1,21-11-2013,6,7
4301,1971,Master,Married,35178,1,0,10/1/2013,8,7
1940,1986,Graduation,Married,25252,1,0,12/7/2013,7,8
1272,1965,Master,Single,55250,0,1,21-10-2012,7,5
1388,1975,Graduation,Single,33249,1,0,20-02-2013,3,6
1044,1953,Graduation,Together,58398,0,0,14-05-2013,4,4
6969,1982,Graduation,Together,50272,1,0,7/8/2013,7,7
10479,1975,PhD,Married,76618,0,0,7/12/2012,4,1
3619,1960,2n Cycle,Divorced,87305,0,0,23-09-2012,8,2
1715,1978,Graduation,Together,25851,1,0,11/2/2013,3,7
10159,1970,Graduation,Divorced,58710,0,1,31-03-2013,9,6
1463,1958,Graduation,Single,45160,1,1,29-03-2014,7,7
5114,1965,Master,Married,74806,0,1,19-12-2012,1,4
4990,1954,Graduation,Married,59111,0,0,2/5/2013,5,7
4329,1984,PhD,Married,18988,1,0,23-05-2014,9,7
10936,1965,Graduation,Married,72190,0,0,13-02-2013,1,3
4692,1976,Graduation,Married,7500,1,0,1/8/2012,7,9
7212,1966,Graduation,Married,44794,0,1,8/6/2014,3,6
6086,1955,Graduation,Married,80395,0,0,23-11-2013,10,2
437,1976,Master,Divorced,75012,0,0,25-01-2014,9,1
11171,1965,Master,Married,56962,2,1,11/10/2013,8,7
11101,1991,Graduation,Together,89891,0,0,15-04-2013,6,4
5329,1949,PhD,Divorced,35946,1,1,27-09-2013,5,5
610,1953,PhD,Together,53593,1,1,7/8/2012,6,8
9384,1978,Graduation,Married,66373,1,1,12/6/2013,2,3
5956,1948,PhD,Divorced,45072,1,2,16-10-2013,6,8
10430,1973,Graduation,Divorced,89694,1,1,9/10/2013,7,5
7875,1949,Graduation,Married,72025,0,0,29-04-2014,5,2
7072,1973,Graduation,Married,67432,0,1,29-03-2013,3,4
6255,1952,Master,Together,70545,0,1,3/6/2014,7,2
6516,1989,Basic,Married,17487,1,0,18-03-2013,4,7
5564,1969,Graduation,Together,62882,0,1,9/8/2012,3,4
5682,1953,PhD,Single,64108,0,1,23-03-2013,12,5
7458,1956,Master,Together,34941,1,1,6/3/2013,5,8
5237,1950,PhD,Single,48767,1,2,1/1/2014,12,5
7761,1978,2n Cycle,Together,38702,1,0,1/8/2013,7,6
5278,1964,Graduation,Married,82224,0,0,25-01-2014,6,3
3560,1952,Graduation,Together,83844,0,0,12/5/2013,6,1
7235,1975,2n Cycle,Married,17003,1,0,9/12/2013,11,5
10548,1995,Graduation,Single,71163,0,0,9/3/2014,9,1
2281,1970,Graduation,Single,33697,1,0,15-09-2013,9,7
4073,1954,2n Cycle,Married,63564,0,0,29-01-2014,10,6
6974,1972,PhD,Together,83443,0,0,31-12-2013,6,2
7938,1958,PhD,Together,51518,0,1,3/10/2013,2,3
7094,1975,Graduation,Widow,58330,0,1,25-12-2013,8,4
3667,1969,Graduation,Married,80952,0,0,28-02-2013,10,8
7723,1979,Graduation,Together,75507,0,0,2/5/2014,7,3
3870,1978,2n Cycle,Together,63855,0,0,9/2/2013,6,4
4012,1972,PhD,Together,62220,0,1,11/8/2012,8,6
5909,1964,Graduation,Married,58512,0,1,19-09-2013,5,8
10470,1979,Master,Married,40662,1,0,15-03-2013,6,4
6488,1959,PhD,Married,38829,0,1,6/4/2014,2,5
10270,1981,2n Cycle,Married,35523,1,0,3/10/2013,6,7
6887,1967,Graduation,Single,79146,1,1,24-04-2014,9,6
6406,1988,Master,Married,78285,0,0,28-10-2013,3,3
7573,1978,PhD,Single,31626,1,0,10/5/2013,7,7
4508,1952,Graduation,Single,75127,0,0,22-05-2014,8,1
221,1955,Graduation,Married,48726,0,1,27-04-2013,9,6
5331,1977,Graduation,Married,74985,0,0,11/9/2012,11,2
1911,1987,Graduation,Together,67430,0,0,5/9/2012,2,6
20,1965,2n Cycle,Married,46891,0,1,1/9/2013,1,4
8786,1956,Master,Married,62058,0,1,26-05-2013,4,6
10582,1979,Graduation,Married,72063,0,1,3/7/2013,6,2
1915,1951,PhD,Married,78939,0,0,12/12/2013,6,3
8897,1965,Graduation,Single,42720,1,1,24-04-2013,3,8
2371,1972,Graduation,Married,33622,1,1,13-04-2013,5,7
4303,1957,PhD,Together,6835,0,1,8/12/2012,1,20
6825,1953,Graduation,Together,41452,1,1,6/3/2013,4,7
1072,1965,PhD,Single,40760,0,1,30-08-2013,5,6
4964,1958,PhD,Together,74250,0,0,26-01-2014,6,1
2461,1955,Master,Single,51124,1,1,18-12-2013,2,3
10736,1971,Graduation,Single,72258,0,1,12/9/2013,4,2
3194,1974,PhD,Single,71466,0,0,5/4/2014,5,1
10839,1976,Graduation,Together,36283,1,1,14-04-2014,2,4
49,1970,Graduation,Single,20587,1,0,11/5/2014,7,7
4290,1972,Graduation,Married,30467,1,0,19-03-2014,4,7
10219,1972,Graduation,Together,31590,1,0,18-06-2013,6,8
4211,1986,Basic,Married,20425,1,0,29-10-2012,3,7
1135,1960,Master,Together,17144,1,1,15-02-2014,8,7
6299,1968,PhD,Divorced,42564,0,1,2/1/2013,9,7
10846,1978,Master,Married,43783,1,0,29-05-2014,8,7
347,1976,Graduation,Divorced,40780,0,1,8/9/2012,1,9
6543,1945,Master,Together,62847,0,0,15-01-2013,4,2
10446,1957,PhD,Married,82017,0,0,7/11/2012,3,2
3479,1950,Graduation,Single,16813,0,0,19-07-2013,5,7
11075,1978,Graduation,Married,51267,1,1,29-10-2013,5,4
4442,1961,Graduation,Single,46524,0,1,5/4/2013,10,3
199,1962,Master,Single,45183,0,0,20-01-2013,9,7
6722,1954,PhD,Married,70421,0,1,28-06-2014,4,6
796,1965,2n Cycle,Divorced,60161,0,1,23-10-2012,9,8
3749,1973,Graduation,Together,73926,0,0,2/3/2013,3,3
8523,1968,Graduation,Married,19329,1,0,14-12-2013,8,8
310,1970,Master,Married,61872,0,1,13-12-2013,11,4
8629,1956,Graduation,Widow,46984,1,1,26-03-2013,5,5
236,1951,Graduation,Married,34838,1,1,19-01-2013,6,6
9930,1944,PhD,Single,82716,0,0,5/11/2013,1,2
3483,1958,Graduation,Married,48192,0,0,6/4/2013,6,8
4599,1976,Master,Married,49681,0,2,4/11/2013,2,7
7326,1971,Master,Married,56850,0,1,23-03-2014,2,2
7352,1957,Graduation,Married,55267,0,1,21-10-2013,4,3
2350,1972,Graduation,Married,59666,1,1,22-03-2013,3,8
9145,1972,Graduation,Single,72504,0,1,6/4/2013,4,2
2964,1981,Graduation,Married,26872,0,0,16-10-2013,9,6
5585,1972,Graduation,Single,21359,1,0,20-04-2013,7,8
9687,1975,Graduation,Single,73170,0,0,31-05-2014,3,2
3732,1955,Master,Married,52750,0,1,4/2/2013,5,4
6303,1986,PhD,Together,91820,0,0,23-11-2013,6,1
11176,1970,PhD,Together,65968,0,1,12/5/2014,2,3
2986,1976,Graduation,Married,30772,1,1,12/3/2014,3,6
7462,1954,Graduation,Single,22507,0,0,24-11-2012,6,9
3900,1972,Graduation,Married,65685,0,1,29-03-2014,8,5
7034,1978,2n Cycle,Married,25804,1,0,1/9/2013,3,8
9493,1980,PhD,Single,76412,0,0,5/5/2013,3,3
1143,1972,Graduation,Married,22063,1,0,8/8/2013,2,7
1,1961,Graduation,Single,57091,0,0,15-06-2014,8,5
3855,1963,Graduation,Married,22419,0,0,18-04-2013,5,8
5536,1959,Graduation,Together,87771,0,1,22-05-2013,3,6
5989,1959,2n Cycle,Divorced,78353,0,1,16-04-2013,7,8
9499,1954,Graduation,Married,93404,1,2,7/5/2013,8,5
6768,1962,Graduation,Divorced,37859,1,2,12/1/2013,3,8
2150,1958,PhD,Widow,80995,0,1,11/5/2013,1,4
6646,1984,Graduation,Together,16529,1,0,1/3/2014,10,6
4887,1976,PhD,Divorced,55412,1,1,22-11-2013,7,5
8560,1992,Graduation,Single,48789,0,0,10/9/2012,4,6
3321,1967,PhD,Together,56575,0,2,5/5/2013,5,5
11003,1980,2n Cycle,Together,25130,1,0,2/10/2013,7,7
10402,1967,Graduation,Married,35441,1,1,14-02-2013,13,8
9904,1956,Graduation,Married,71391,0,1,29-03-2013,7,3
6141,1972,Master,Single,49494,1,0,25-04-2013,8,7
5687,1980,Graduation,Divorced,81702,0,0,23-09-2012,6,3
10856,1980,2n Cycle,Single,45889,0,1,2/7/2013,5,6
5121,1977,Graduation,Single,56628,0,1,21-03-2014,8,5
4186,1950,Graduation,Together,34026,1,1,5/8/2013,4,5
368,1974,Graduation,Married,40049,0,1,29-11-2012,6,5
3312,1988,Graduation,Single,34176,1,0,12/5/2014,8,6
11121,1981,Graduation,Married,19419,1,0,10/11/2012,1,9
5332,1960,2n Cycle,Married,82504,0,0,27-07-2013,2,1
5848,1970,Graduation,Together,81205,0,0,13-01-2014,8,2
10343,1991,2n Cycle,Single,61618,0,0,29-09-2012,4,3
5935,1956,Master,Single,55284,0,1,24-12-2012,7,5
2895,1963,Graduation,Single,49980,0,1,23-10-2013,8,5
10262,1980,Graduation,Married,15072,2,0,10/5/2013,6,5
7848,1974,Graduation,Single,49166,0,1,13-06-2013,4,6
9477,1954,PhD,Married,65324,0,1,11/1/2014,5,4
4856,1957,2n Cycle,Married,82347,0,0,6/11/2012,6,3
7186,1966,PhD,Together,30843,1,1,26-05-2014,5,5
5794,1974,PhD,Married,46374,0,1,17-03-2014,12,8
1456,1979,Graduation,Single,60474,0,1,1/4/2013,4,7
4877,1973,Master,Married,38576,0,1,4/3/2014,6,7
425,1985,Graduation,Married,55357,2,0,19-02-2013,5,5
3007,1966,Graduation,Together,37758,1,1,4/10/2012,7,8
1031,1989,2n Cycle,Married,85710,0,0,5/5/2013,4,2
4297,1969,Graduation,Together,23228,1,0,26-01-2014,3,8
807,1969,Master,Together,44602,1,1,15-02-2014,4,8
9553,1987,Graduation,Married,7500,0,0,9/1/2013,1,6
4271,1989,2n Cycle,Together,38683,1,0,4/10/2012,6,7
4120,1975,2n Cycle,Single,49514,1,0,17-12-2013,5,7
2036,1973,PhD,Together,57906,0,1,11/6/2013,6,4
115,1966,Master,Single,43456,0,1,26-03-2013,3,5
4259,1986,Master,Single,19485,2,0,24-09-2013,4,7
8687,1978,Graduation,Together,53172,0,1,6/5/2013,2,3
2447,1979,Graduation,Together,30545,1,0,17-10-2012,6,7
10140,1983,PhD,Together,70123,0,0,28-09-2013,10,3
9353,1959,Graduation,Single,62450,0,1,6/1/2014,8,3
3623,1976,Graduation,Together,21675,1,0,11/6/2014,5,7
738,1981,2n Cycle,Single,42395,1,1,4/4/2014,8,7
7631,1978,Master,Together,61346,1,0,6/10/2013,2,3
